Tweet,Sentiment,
"Labour have failed us on Brexit, I'm voting Liberal Democrat: http://youtu.be/8F71RzAPB70?a via @YouTube",0,
Nick Clegg says 'leave' voters will turn against #Brexit when they realise they've been lied to,0,
The British public don’t need a new centre ground party to fight a Tory hard Brexit – they already have one,0,
"For once, something we can agree with @theresa_may on. #brexit ",0,
Our MP @sarahjolney1 tells @VictoriaLIVE that it is only right that the British people have the final say on the Brexit deal. #BrexitDay,0,
REVEALED: European Parliament report shows UK can still change its mind on Brexit http://www.libdems.org.uk/eu_parliament_report_uk_can_change_mind_on_brexit #BrexitDay,0,
Brexit deal referendum: Nick Clegg quotes David Davis's own words back to him: http://youtu.be/olzz3qfk0S4?a via @YouTube,0,
Nick Clegg: Young people don't want the Brexit future we have chosen for them: http://youtu.be/4fcRSj9LWuY?a via @YouTube,0,
".@nick_clegg: Young people do not want a hard Brexit, we have to fight together for a better future. ",0,
We've just launched our report into the challenges facing the creative industries amid #Brexit http://www.libdems.org.uk/creative-industries-brexit-challenges,0,
"Tim Farron speech: Whether you support Brexit or not, Britain needs a decent opposition http://www.libdems.org.uk/tim-farron-conference-speech",0,
Biggest rise in food prices in 3 years from Brexit squeeze http://www.libdems.org.uk/biggest_rise_in_food_prices_in_3_years_from_brexit_squeeze #brexit,0,
Tories 'dine with dictators' to get #Brexit trade deals - @thomasbrake writes for @MirrorPolitics,0,
Liam Fox flies into #Philippines to grovel to sinister president for #Brexit trade deal http://www.libdems.org.uk/liam-fox-philippines-brexit-trade-deal,0,
Revealed: Shoppers feeling #Brexit squeeze as supermarket prices rise 2.3% http://www.libdems.org.uk/shoppers-feel-brexit-squeeze-supermarket-prices,0,
Tim Farron: Give the people the final say on the Brexit deal: http://youtu.be/DzVw1pTCIrg?a via @YouTube,0,
Nick Clegg: Government can't get a good Brexit deal in two years: http://youtu.be/rTj2BKWyHXw?a via @YouTube,0,
Nick Clegg accuses Government of ‘clipping Parliament’s wings’ with new Brexit Bill http://www.yorkshirepost.co.uk/news/nick-clegg-accuses-government-of-clipping-parliament-s-wings-with-new-brexit-bill-1-8461961 @yorkshirepost,0,
I was jeered by Tory peers when I questioned their minister about security after #Brexit writes @brianpaddick,0,
Theresa May and the Tories shameless #Brexit grab for power would even make Henry VIII blush,0,
Ten top criminals caught with European Arrest Warrant shows Theresa May is gambling with Britain's security http://www.libdems.org.uk/ten-top_criminals-european-arrest-warrant-britain-security #brexit,0,
Gorton by-election is a chance for Manchester to say no to a hard Brexit http://www.libdems.org.uk/gorton-by-election-say-no-to-hard-brexit #brexitday,0,
Tim Farron: The Liberal Democrats will not roll over amid Brexit calamity: http://youtu.be/RVbC7AT_LQQ?a via @YouTube,0,
British voters must have the final say on Brexit - @timfarron writes for The Guardian: https://www.theguardian.com/commentisfree/2017/mar/29/british-voters-final-say-brexit-theresa-may-brexiteers-britain #BrexitDay,0,
Six tests on Brexit Labour have already failed. 6/6 &gt; Protecting the rights of EU citizens. http://www.libdems.org.uk/six_tests_on_brexit_labour_have_already_failed,0,
Six tests on Brexit Labour have already failed. 5/6 &gt; Warning about economic risk of Brexit. http://www.libdems.org.uk/six_tests_on_brexit_labour_have_already_failed,0,
Six tests on Brexit Labour have already failed. 3/6 &gt; Standing up for Single Market. http://www.libdems.org.uk/six_tests_on_brexit_labour_have_already_failed,0,
Six tests on Brexit Labour have already failed. 2/6 &gt; Giving people the final say. http://www.libdems.org.uk/six_tests_on_brexit_labour_have_already_failed,0,
Six tests on Brexit Labour have already failed. 1/6 &gt; Opposing Theresa May’s hard Brexit. http://www.libdems.org.uk/six_tests_on_brexit_labour_have_already_failed,0,
".@timfarron We are the only party in British politics opposed to a Hard Brexit, fighting for our membership of the Single Market #ldconf",0,
".@timfarron ""Then I am proud to be your remoaner in chief!"" #ldconf #brexit #libdems Stand with Tim:",0,
".@timfarron ""I stand here today as the only Party Leader opposing brexit"" #ldconf #brexit #libdems",0,
Jeremy Corbyn has allowed Theresa May's Government to ruin the futures of our children with her latest Brexit win,0,
Parliament voted for a leap in the dark. But the Lib Dems will keep fighting Brexit - @timfarron,0,
Theresa May's hard Brexit plan is putting £122m of EU funding for her own West Midlands investment plan at risk,0,
I warned Theresa May about her destructive approach to immigration – Brexit has proved that she didn't listen,0,
Lib Dems called for a democratic vote on the final #Brexit deal. The people are being ignored so @LibDemLords will vote against #BrexitBill,0,
"The Govt will not give the people a say on the final #Brexit deal, that is why the @LibDems will not support the #BrexitBill",0,
All over the country thousands of @LibDems activists campaign against this hard-brexit government! #dayofaction #EU #libdems,0,
"Great to see so many people fighting for EU citizens #righttostay, the single market and against this hard-brexit government #dayofaction",0,
"The Tory Government are delivering a reckless hard Brexit, today @LibDems will vote to fix the current injustice to EU nationals",0,
This evening in the Lords @LibDems will tell the Govt that they are wrong to use EU nationals as bargaining chips in Brexit talks,0,
I'm voting against May's hard Brexit in the Lords – go ahead and call me an enemy of the people - William Wallace,0,
The government's approach to Brexit is 'nothing short of disastrous' warns @RichardNewby3 http://www.libdems.org.uk/lords_debate_article_50_bill_live #brexitbill,0,
"Plans to divert foreign aid to Eastern Europe for Brexit negotiations are a ""disgrace"" http://www.libdems.org.uk/lords_debate_article_50_bill_live #brexitbill",0,
Theresa May's government will never meet its targets for building new houses by pursuing a hard #Brexit.,0,
Nick Clegg: Labour should stop navel-gazing and help us to mitigate Brexit,0,
Manchester city councillor John Leech: 'We should trust the people to have the final say on Brexit deal',2,
"As Brexit looms, the Liberal Democrats are now the true party of business http://www.libdems.org.uk/liberal_democrats_true_party_of_business",0,
Revealed: Five black holes in the Government's Brexit White Paper http://www.libdems.org.uk/revealed_five_black_holes_government_brexit_white_paper,0,
.@nick_clegg: ''It is future generations who will have to live with the consequences of Brexit'',0,
"""It's not insulting to stand up to somebody who is behaving in a way which is appalling."" - Tim Farron #Trump #Brexit ",0,
Brexit. Trump. Rise of the far right. Keep waking up with that sinking feeling? Do something about it: http://www.libdems.org.uk/groundhogday,0,
We want the people to be given a final say on the #Brexit deal in a referendum. Without that we will vote against Article 50. #SupremeCourt,0,
The #SupremeCourt has ruled with a majority 8-3 that the UK government cannot trigger Article 50 without Parliament. #Brexit,2,
Here's a little something to keep you busy while @theresa_may talks Britain out of the #singlemarket #Brexit,1,
#Corbyn has become a cheerleader for Brexit. Join the #RealVoice of opposition today &gt; http://www.libdems.org.uk/join,0,
"Earlier today, Theresa May confirmed the Government wants a hard Brexit that includes Britain leaving the single market.",1,
"We do not want a ‘hard Brexit’; we do not want to be pulled out of the Single Market; and we will not let intolerance, division and fear win ",0,
Fantastic to have support of Bob Geldof today. Vote for @sarahjolney1 in #RichmondPark tomorrow to say no to a damaging hard Brexit,0,
.@nick_clegg: Lib Dem victory in Richmond Park by-election could force Govt to rethink its hard Brexit agenda,0,
This is a Government that is just about managing. The official figures have revealed a £220 billion Brexit black hole. #AutumnStatement,0,
"Unless the government agrees to a referendum on the final #Brexit deal, the Liberal Democrats will vote against Article 50 ",0,
"Article 50 ruling good news, but British people need a say on final Brexit deal. See our plan for Britain in Europe: ",2,
Richmond Park is a golden opportunity to defeat a leading Brexiteer and send a strong message against a hard Brexit,0,
Watch @TimFarron on why a Lib Dem win in #RichmondPark could change government's direction and stop a hard Brexit,0,
.@TimFarron: Zac Goldsmith has failed Richmond Park on #Heathrow and betrayed them on Brexit,0,
.@timfarron Lib Dems are the only movement that can stop calamity of #Brexit and a generation of Tory rule. Join us! http://Libdems.org.uk/join,0,
Liberal Democrat members endorsed plans for a referendum on the final Brexit deal http://www.libdems.org.uk/brexit-deal-motion-passed #ldconf,0,
Erasmus must be protected from Brexit. Find out why here: http://www.libdems.org.uk/erasmus-protect-brexit,0,
.@nick_clegg about what Brexit means for the UK's trading relationships. #Brexitchallenge http://d3n8a8pro7vhmx.cloudfront.net/libdems/mailings/4093/attachments/original/International_trade.pdf?1473331526,2,
Disappointing that Theresa May makes new Leader in Lords a Brexit supporter despite the House largely pro-EU and backing Remain #reshuffle,0,
"""We are living with the real consequence of no plan"" for #Brexit says @SalBrinton #bbcqt",0,
"Brexit: @BarackObama is NO. C/Wealth is NO. Business: NO. Every big name: NO. Nigel needs to let it go, he needs to let it go #FridayFeeling",0,
Farron: Britain's Farming families face severe loss of income under Brexit. We must fight for our farming heritage. http://www.thesun.co.uk/sol/homepage/news/politics/7052874/Threat-to-Brits-family-farms-and-food-prices-if-UK-leaves-EU-study-warns.html,0,
Farron: Brexit could finish London as digital capital of Europe and a disaster for the UK’s tech sector: 9 in 10 tech firms oppose Brexit.,0,
Conservative councillor defects to Liberal Democrats because of 'government's hard Brexit' Welcome @ChristineElmer http://www.surreycomet.co.uk/news/15244003.Conservative_councillor_defects_to_Liberal_Democrats_because_of__government_s_hard_Brexit_/?ref=twtrec,0,
"It's not too late to prevent a divisive, hard Brexit. This is your chance to change the direction of our country. ",0,
"The Lib Dems aren’t just fighting an election, we’re fighting Brexit - @timfarron @Independent http://www.independent.co.uk/voices/lib-dems-general-election-staying-in-eu-fighting-brexit-a7689666.html #GeneralElection2017",0,
Seems that Theresa May was 'the enemy within' of the Remain campaign. No wonder she's now pursuing such a hard and extreme Brexit,1,
REVEALED: European Parliament report shows UK can still change its mind on Brexit http://www.libdems.org.uk/eu_parliament_report_uk_can_change_mind_on_brexit #BrexitDay,2,
I've written for the @guardian &gt; British voters must have the final say on Brexit,2,
.@nick_clegg showing clearly this #Brexit debate is between Tory govt &amp; the opposition @libdems. Labour are just pleased to have turned up,0,
Labour trying to set conditions now is beyond parody. Labour voted for a hard Brexit and against staying in the Single Market.,1,
Douglas Carswell quitting shows UKIP now has no purpose. Theresa May is effectively their leader and has adopted their hard Brexit agenda,1,
"Tim Farron speech: Whether you support Brexit or not, Britain needs a decent opposition http://www.libdems.org.uk/tim-farron-conference-speech",0,
Heseltine is right. Leaving things like the Single Market is a monumental act of economic self harm.This Hard Brexit will come to haunt them,0,
So the government roll out the red carpet for this nasty misogynist all because they are desperate for a #Brexit trade deal.,0,
"Theresa May confirms a hard, destructive Brexit. Join the real voice of opposition today to hold her Govt to account http://www.libdems.org.uk/join",0,
"Labour & Tories holding hands towards a hard Brexit, refusing to seek the will of the people on the deal. I want democracy not a stitch up.",1,
Labour's poor result was because they no clear message & awful leadership.The Lib Dems having a plan on Brexit is leadership not opportunism,0,
Hard Brexit would be an act of economic vandalism. Lib Dems will not stand by while Tory Brexit govt wrecks UK economy,0,
"Theresa May has just confirmed we are going for Hard Brexit. No single market, which means disaster for British jobs",0,
"Only the @LibDems are holding @theresa_may to account on Brexit &amp; on everything else. We are fighting for an open, tolerant &amp; united country ",0,
The single market is vital to the UK. If Labour won't be the opposition to this Brexit Tory govt the @LibDems will,0,
Cabinet was supposed to talk about a Brexit plan. Yet all we've had is yet more 'Brexit means Brexit.' Govt by copy &amp; paste press release,0,
Theresa May and the Tories shameless #Brexit grab for power would even make Henry VIII blush,0,
British voters must have the final say on Brexit - my article for The Guardian: https://www.theguardian.com/commentisfree/2017/mar/29/british-voters-final-say-brexit-theresa-may-brexiteers-britain #BrexitDay,2,
"Meeting staff, students and businesses at @CambridgeJBS this afternoon with @LNethsingha @CllrTimBick to discuss Brexit ",2,
Parliament voted for a leap in the dark. But the Lib Dems will keep fighting Brexit,0,
"The week the #IPBill received Royal Assent. But, surely, the best way to avoid these leaks is for the Tories to tell us their Brexit plan. ",0,
This is a Government that is just about managing. Official figures have revealed a £220 billion Brexit black hole,0,
It's up there. Brexit and NHS.,2,
"ICYMI My oped in the @guardian. What does Brexit mean? Once we know, the people must have a vote on it ",1,
linking Brexit and remembrance day is not appropriate.,0,
The leaked list shows @theresa_may has created a key committee designed to deliver a hard Brexit,1,
Ive written for @CityAM - Brexit fundamentalists have destroyed the Tories’ pro-business reputation http://www.cityam.com/250598/brexit-fundamentalists-have-destroyed-tories-reputation via @CityAM,0,
.@theresa_may needs to tell us what Brexit really means. We can't start the process without any idea of where we're going.,0,
Brexit means Brexit… Shambles means shambles… once again Labour failing to be clear on Europe. Only LibDems are.,0,
Corbyn shows his true colours. Rather than attacking divided Brexit Tory govt he's putting jobs at risk. Hopeless,0,
.@BaronessKramer is right 'cutting interest rates is the only tool left in the shed' to stimulate the economy.Brexit has created uncertainty,0,
"Delighted to have @nick_clegg as #Brexit spokesperson. With @thomasbrake they will hold the govt to account. While Labour fight, we work.",0,
I hope you see that we are taking Brexit seriously and while Labour fight we are doing the hard graft,0,
Fair. But with Brexit we need to let the country decide on what happens and allow politicians to lay out their,0,
I'm going to Brussels this morning to meet @ALDEgroup leaders and Prime Ministers to discuss #Brexit,2,
@AronFTaylor ...its not right wing to call for Brexit...says the UKIP candidate...,0,
#Tax on #channel4news. #Tories preparing post #Brexit tax rises. Start by reversing cuts in #Corporate tax. Business not investing.,0,
Gina Miller is hero of anti-#brexit campaign. This drive must succeed,0,
Shared with Nick Robinson on @BBCr4today reasons for fighting #twickenham again. #Brexit #Tories taking country in totally wrong direction,0,
I plan to lead fight back to recapture Twickenham for Lib Dems. Brexit. Heathrow. School cuts. Social care. Plenty to campaign on.,0,
with IDS on #today. How did #brexit camp imagine #Gibraltar wouldn't become issue when depends on Spanish goodwill for trade and labour.,0,
Collapsing #savings ratio. Soaring personal debt. Record house price to earnings. #Brexit boom? Havent we been here before?,0,
#kraft bid #Unilever. Post #brexit disaster due to cheap pound. Gov must resist as we did over Pfizer bid for AstraZeneca. Theresa must act.,0,
On #ITN warn that hard #brexit makes #Vauxhall position very difficult. Why would French owner now prefer UK to Germany. No brainer.,0,
Mooted Peugeot take-over of #Vauxhall worrying. Four years after we saved UK plants French owners could cut. First #brexit major casualty?,0,
"Not much joy in May #Brexit speech. But welcome parliament vote on outcome. We are a parliamentary democracy, just.",1,
Speaking on #Brexit with French thinkers at @Paris_Sorbonne - All agreed Britain would enjoy worse terms of access to the #EU post #Brexit,0,
At last. High Court reminds us we are a parliamentary democracy #Brexitjudgement #brexit,2,
#Nissan agreement good news but only possible if government promised to protect supplychain via customs union. Goodbye Dr Fox #Brexit,2,
#LBC Fox ludicrous lazy generalisation #business. Handicapped by #Brexit uncertainty not golf clubs.,0,
"Michel Barnier #EU #brexit negotiator. Suave, clever, wise, vast knowledge. Will run rings round UK ministers.",1,
Now she can explain: Brexit means Brexit means what exactly:#TheresaMay #EUreferendum,1,
"disciplined, united and principled losers will end up as winners in chaotic post Brexit world ",0,
Obama is right. Abusive response from Johnson and Brexit camp tells us a lot about their prejudices,0,
Brexit people say they are treated like children. Perhaps because they burst into tears whenever asked difficult questions,0,
Debate with Nigel Lawson on #brexit and @CityofLondon at @JonesDay on day @DeutscheBank warns that 4000 London jobs to move due to Brexit.,0,
Yet another threat to UK #Science and successful #Space sector: collateral damage from #brexit Will kill plans for 10% of world space market,0,
I just published “Brexit: Economists Will Have The Last Word”,2,
"A good, provocative, rebuttal of the prevailing pessimism on #brexit ",0,
Big upsurge of support for @swilliamsmp in wake of #brexit great to support and launch manifesto of #LibDem candidate,0,
I warned Theresa May about her destructive approach to immigration – Brexit has proved that she didn't listen,0,
"My priorities as #UofGRector: student study space, mental health, affordable accommodation, fighting #Brexit and overseas student controls.",0,
My thoughts on @businessinsider #government completely unprepared and ill-equipped for #Brexit trade deals,0,
Today launch #LSE #GrowthCommission with George Osborne and Alistair Darling. Action to counter #brexit shock and #Productivity decline.,0,
Fragmented centre-left has to unite against 'hard' #Brexit and drift to Right @CompassOffice,0,
Of course she should take her time. After Article 50 triggered #Brexit initiative passes to #EU to make an offer.,2,
We need to create a 'soft' #Brexit to minimise disruption by preserving single market and reduce free move of labour,0,
Fox ludicrous lazy generalisation #business on @LBC they are handicapped by #Brexit uncertainty not golf clubs.,0,
.@CityAM I recommend stop counterproductive tweaking of rates. To avoid #Brexit #recession need boost from public investment.,0,
Also need dictionary for 'hard' and 'soft'#brexit. Potentially as big a split as #remain versus #leave,0,
Great rally with #LibDems last night at #LoganHall with 15000 joined in 10days! Though the economic threats of #Brexit now felt and growing,0,
"I just published “Post-Brexit Britain, this is how you can hold the Conservatives to account” ",0,
#Brexit: Are we living in a Disunited Kingdom? Watch my interview on the day my former boss (Cameron) resigned,2,
Boris/Gove Brexit attack Cameron net migration target. I and Lib Dems warned for 5 years that undeliverable. Cant control emigration either.,0,
On @BBCNews today with @carolewalkercw outrageous #Brexit camp questioning #IFS report integrity as economic impact #LeaveEU will affect #UK,0,
"..these issues made worse by #Brexit, #Brexit itself worse by uncertainties from #China #Eurozone @AtlanticBooks",0,
I just published “WHY THE SINGLE MARKET MATTERS FOR BUSINESSES” https://medium.com/@vincentcable/why-the-single-market-matters-for-businesses-398e93e15f4c#.n4n48z654 #Brexit #Government #EU #EuropeanUnion,2,
Not enough planning for impact of narrow Brexit vote with low turnout. No mandate for change. Potential big mess.,0,
Treasury numbers on Brexit scenarios are plausible but real issue is short run upheaval and uncertainty.,0,
"Tmrw 9 March guardian joint piece by Chuka Umunna, Anna Soubry and myself. We refute Brexit claims that big sums are saved by leaving.",0,
"Though tweeting about feminism, opposition to Scottish independence and Brexit seems to bring on the trolls again!",0,
Rather terrifying analysis... History Tells Us What Will Happen Next With Brexit And Trump http://www.huffingtonpost.com/tobias-stone/history-tells-us-what-will-brexit-trump_b_11179774.html?ncid=engmodushpmg00000004 via @HuffPostPol,2,
"""@realTheresaMay Unelected judges defy will of the people on Brexit. Sad."" So many gems in this piece... ",0,
24 Jun: despair at Brexit 9 Nov: shock at Trump Now: time to fight back - I just donated to join @MoreUnitedUK http://www.crowdfunder.co.uk/more-united/,2,
"""Is it more important that children are considerate or well-mannered?"" Great analysis of Brexit, Trump &amp; mindsets: http://blogs.lse.ac.uk/politicsandpolicy/trump-and-brexit-why-its-again-not-the-economy-stupid/",2,
"Great @MaternityAction AGM, @CathyWRCM warned of Brexit impact on mat services: 1 in 3 midwives at one London NHS Trust are from rest of EU",0,
"Brexit, business &amp; a divided society ",0,
"Sharp drop in private sector hiring intention post-Brexit, @CIPD finds, but need to invest more to plug skills gap ",0,
Corporate responsibility even more important in these uncertain post-Brexit times' #BITCawards,0,
Is voting enough? Post-Brexit musings and launch of @theParliamentP https://www.linkedin.com/pulse/voting-enough-jo-swinson,2,
"Searching for Brexit facts? The govt leaflet is ""generally true and fair"" http://www.ft.com/cms/s/0/b866d24c-fcd3-11e5-b3f6-11d5706b613b.html",2,
No room for complacency on #Brexit https://next.ft.com/content/32e07e14-d746-11e5-8887-98e7feb46f27 via @FT,0,
"For all the interest in Tory #Brexit faultlines, bigger and more important issues at stake in #EUref than one party's next leader #Remain",0,
"Insightful event with @nick_clegg &amp; @FrancesOGrady on #Brexit &amp; employment: keeping and creating more great jobs powerful argument for ""In""",1,
"Young people need a lift raft in this Brexit storm. We'll scrap tuition fees, reinstate bursaries &amp; match EU funding ",0,
"Students need a liferaft in the Brexit storm. We will scrap tuition fees, bring back grants &amp; match funding that would be lost after Brexit. ",0,
Theresa May has no mandate for the Brexit she is pursuing #bbcqt,0,
We have message to young people. We know you've been let down by Brexit. But we have a vision for a positive future. http://join.greenparty.org.uk,0,
The Government is using Brexit to pursue its own extreme agenda. They have no mandate for this. #Greens2017 #GPConf,0,
Theresa May has no mandate for the extreme Brexit she's pursing &amp; we will fight it every step of the way.,0,
"Greens will *always* defend freedom of movement & fight the extreme Tory #Brexit, @jon_bartley tells @afneil. #Article50",0,
We're marching today to #UniteForEurope &amp; oppose this government's extreme Brexit. On your way? Join the Green bloc: https://www.facebook.com/events/284506201987440??ti=ia,0,
Take back control? Parliament just gave it away - following ministers blindly off the Brexit cliff edge just as @CarolineLucas warned.,0,
"Theresa May has no mandate for the hard #Brexit she's pursuing - public should have a say on the final deal, @CarolineLucas tells #Peston",0,
The Govt has driven us into an extreme #Brexit &amp; @uklabour has capitulated to the PM. @carolinelucas will vote against #BrexitBill tonight.,0,
@CarolineLucas' response to Jeremy Corbyn’s statement that Labour MPs will be asked to vote in favour of triggering #Article50. #Brexit,2,
"With Tories, Ukip & Labour happy to end free movement, we will continue to defend it & to oppose a hard Brexit ",0,
"Looking for a party that will defend freedom of movement, stand up for migrants & oppose the Tories' hard Brexit? -&gt; http://join.greenparty.org.uk",0,
Yesterday Labour walked into a Tory trap & gave the Government a blank cheque for hard #Brexit. @CarolineLucas didn't - here's why.,0,
"Last few hours of voting in #RichmondPark. A chance to beat the regressive alliance around Goldsmith, and dent the Tories' hard #Brexit.",0,
Completely unacceptable. Both the public & Parliament should have a real say & control over terms of any Brexit deal,0,
57% rise in racist hate crime since Brexit vote. We must stand together against hate and inequality. #BlackLivesMatter,0,
We'll continute to fight austerity & the slashing of rights that may come with Brexit --&gt;&gt; http://join.greenparty.org.uk,0,
.@CarolineLucas: 'Brexit bus going around the country saying the #NHS could have £350m if we left the EU. It's a lie' #marr,0,
"""PM has no mandate to scrap environmental protection & this Govt's ideologically driven, anti-immigration, extreme #Brexit"" -@CarolineLucas",0,
#Brexit mustn't turn back clock on gender equality. @GreenJennyJones &amp; @SophieRunning on #Article50 &amp; #womensrights http://www.thetimes.co.uk/article/womens-rights-must-not-be-undone-by-brexit-7dl6wq220,0,
"The fight against an extreme #brexit must not stop here, @CarolineLucas writes for @TheNewEuropean:",0,
"""Using attempts to destroy our own standards as a #Brexit bargaining chip is extraordinary. It’s absurd"" - @MollyMEP",0,
The #Brexit #WhitePaper contains no guarantee for EU nationals living here. We must fight to keep #freemovement --&gt;&gt; http://action.greenparty.org.uk/freemovement,0,
Our worst fears about a post #Brexit farming landscape are being realised,0,
"The Government should make their #Brexit plans clear - the public must be included in the process, @jon_bartley tells #bbcaq",0,
"The Government's strategy on #Brexit is to 'have our cake &amp; eat it'. Without any proper plans, how can MPs vote to trigger #Article50?",0,
"""It is right that the British people have a say over we have a soft Brexit, or a hard Brexit."" @CarolineLucas #bbcqt",2,
"The Brexit campaign lied about the NHS, migration &amp; having a plan. They lied about giving back control. Then they ran away.' #gpconf #EUref",0,
We need a second referendum on the details of final #Brexit deal. Do you agree? #GPConf,0,
PM may claim Brexit means Brexit but that means nothing until we know what the terms of any Brexit deal will be' - @CarolineLucas #gpconf,0,
We must stand up for citizens & against corporate power in post-Brexit Britain. @MollyMEP writes for @TheStaggers http://www.newstatesman.com/politics/staggers/2016/08/beware-brexiteers-praising-singapore-eu-can-no-longer-protect-us-corporate,0,
"After Brexit, what next for Britain’s youth? @Amelia_Womack writes for @HuffingtonPost",0,
"In an era of Plan B’s, let’s have a Plan B for our energy supply, says @MollyMEP http://mollymep.org.uk/2016/07/04/hinkley-post-brexit/ #Hinkley #Brexit",0,
"""The fight against TTIP is not lost - but Brexit would weaken the campaign"" @MollyMEP on why we're #GreenerIn #EURef",0,
ICYMI: @GlobalJusticeUK's director @nickdearden75 on why #Brexit wouldn't save us from #TTIP http://bit.ly/1SpWFGy #GreenerIN,0,
.@CarolineLucas' letter in the @guardian: Pro-Europeans must come together to build a better Europe: http://bit.ly/1OlrPZF #EU #Brexit,0,
"#TTIP is a corporate charter, but #Brexit could lead to a deregulated corporate free-for-all, says @MollyMEP",0,
#TTIP is a disaster but with #Brexit Tory deals will be even worse writes @MollyMEP: http://bit.ly/1OjPwBE,0,
On #Earthday tell your MP you want a #GreenerUK after #Brexit Govt should leave environment better than it found it http://thndr.me/zbP82T,0,
"Well said @CarolineLucas: Labour's white flag, the blank cheque for a Tory-Ukip hard Brexit - was a disgrace ",0,
"#gpconf The UK is facing a ""right wing coup"" as Theresa May pushes ahead with ""an extreme Tory Brexit ",0,
". @CarolineLucas asks what Defra has done to prepare for Brexit. The answer, in summary, is: ""Nothing"". http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2017-02-06/63096/",0,
Credit to @labourlewis for standing against May's Hard Brexit. A shame others didn't follow his lead and so gave Tories a blank cheque,0,
"Very disappointing that Paul Blomfield not only voted with Tories 4 'hard' Brexit, but at forefront pushing other Labour MPs to do likewise",0,
#Brexit Judges have defended our right to #takebackcontrol-not leave it to undemocratic government with 24% support,0,
"What's being proposed is ""purple"" (Ukip) #brexit. This is clearly not what the majority voted for in the referendum. ",0,
"Great time to join @TheGreenParty in defending free movement, standing up for migrants &amp; opposing ""hard #Brexit"" http://www.greenparty.org.uk/join",0,
#SturgeonSPERI Nicola rightly says there is strong evidence of a referendum majority for staying in single market. #Brexit,0,
"The High Court - a good result, but we can't keep relying on it to defend democracy http://www.nataliebennett.co.uk/2016/11/03/article-50-and-brexit-we-cant-keep-relying-on-the-courts-to-deliver-a-small-measure-of-democracy/ #Brexit",0,
No wonder Tories in such a mess. Boris Johnson didn't want to leave but argued for Brexit. May wanted strongly to stay but remained silent.,0,
"Theresa May's government's disarray painfully displayed in #Brexit debate. White/green paper? Yes, no, maybe.",0,
"Theresa May has no mandate for ""hard Brexit"" - there must be a parliamentary vote ",0,
David Cameron: a PM who used short-term reactive tactics resulting in massive long-term harm #Brexit #austerity #ESAdeaths #feedintariffs,0,
Arriving at French Greens Summer University - to speak about #Brexit,2,
Michael Gove dodges question on status of EU citizens in UK after Brexit. Deeply worrying for millions,0,
Well said: First past the post caused this Brexit disaster. We need electoral reform now,0,
"Brexit warning: ""we are heading for #TTIP on steroids""",0,
"Time for #migrantswelcome to spread across Twitter, I think: ""Racist incidents feared to be linked to Brexit result"" ",0,
"Blunt - but important it is heard: ""like a bucket of cold sick"" #brexit #borisjohnson",0,
Wide and rightful concerns about the potential impact on #wildlife of #Brexit,0,
". @CarolineLucas ""extreme Brexit means sacrificing membership of single market at altar of limiting free movement"". https://www.theguardian.com/commentisfree/2017/feb/01/article-50-trigger-parties-work-together-brexit-terms-cliff-edge",0,
Appears David Davis disagrees with the Sun on #Brexit and the single market. Although maybe Sun now disagrees with itself.,0,
"Very senior Tory tells PM: ""#Brexit means Brexit"" isn't enough. As obvious from the start ",0,
Insider: media “obsessed with snakes and ladders of careers” (Tory leadership) key to #Brexit result. Huge failure,0,
Because we need some light relief - much enjoyed my present of Five on Brexit Island by @bruno_vincent #festivecheer,0,
For London diaries - featuring @Amelia_Womack: People's Question Time: Brexit,2,
Academic analysis explains something many have noticed: May isn't answering basic questions on Brexit http://theconversation.com/theresa-may-has-a-very-special-technique-for-avoiding-questions-67424?utm_medium=email&amp;utm_campaign=Latest%20from%20The%20Conversation%20for%20October%2024%202016%20-%205880&amp;utm_content=Latest%20from%20The%20Conversation%20for%20October%2024%202016%20-%205880+CID_e16e9362ba7b2a1078d91f77992cfe72&amp;utm_source=campaign_monitor_uk&amp;utm_term=a%20whole%20new%20category%20for%20her,0,
Useful analysis linking inequality of public spending to support for Brexit-areas that missed out showed their anger http://www.fabians.org.uk/support-for-brexit-linked-to-unequal-public-spending/,0,
Important new campaign: after #Brexit vote we must fight again to defend women's rights #FaceHerFuture http://www.faceherfuture.co.uk/?mc_cid=571d75d2ed&amp;mc_eid=081dae0626,0,
The #Brexit question at #SmallIsBeautiful @centre_alt_tech as recorded by www.creative http://connection.co.uk,2,
Workshop on David Fleming's Lean Logic @centre_alt_tech #smallisbeautiful festival - lots of people seeking post-#Brexit peace,0,
Heading for #smallisbeautiful festival @centre_alt_tech -speaking this afternoon about #Brexit and #environment &amp; #brokenpolitics,2,
"For @Independent, @ashcowburn covers my conference speech - the Brexit vote was NOT ""a vote against immigration"" ",0,
Important event this week in London - trade justice in a post-Brexit world https://www.facebook.com/events/1045641552187296/,0,
Focus of election call is Brexit. No democratic direction on how to negotiate Art. 50. Also 2015 Tory manifesto now irrelevant,0,
"Brexit would increase UK's air pollution crisis, say experts #GreenerIN #EUref",0,
"Official ""Leave"": #Brexit #EUref would remove protections from natural environment &amp; controls on dangerous chemicals",0,
Important points: Why Brexit could be bad news for disabled people https://theconversation.com/why-brexit-could-be-bad-news-for-disabled-people-56322 #GreenerIN #EUreferendum,0,
